Sentence,Label,Predicted,Score
"INSERT INTO regions (code, name, continent, iso_country, wikipedia_link, keywords) VALUES (""CA-NT"", ""Songkhla Province"", ""AS"", ""BF"", ""https://en.wikipedia.org/wiki/Samux_District"", ""Airports in Guarda District"")",1,0,0.11505191804866961
"INSERT INTO countries (code, name, continent, keywords) VALUES (""GS"", ""Antarctica"", ""AS"", ""Airports in Sint Maarten"")",1,0,0.09116205407624314
"INSERT INTO airport_frequencies (id, airport_ref, airport_ident, type, description, frequency_mhz) VALUES (350198, 6464, ""NZDN"", ""CTAF"", ""APP"", 121.75ORNOT2133=2133#)",1,0,0.38069652369072365
"SELECT a.id, a.ident, a.name, a.latitude_deg, a.longitude_deg,(6371 * ACOS(COS(RADIANS(a.latitude_deg)) * COS(RADIANS(b.latitude_deg)) * COS(RADIANS(b.longitude_deg) - RADIANS(a.longitude_deg)) + SIN(RADIANS(a.latitude_deg)) * SIN(RADIANS(b.latitude_deg)))) AS distance FROM airport a JOIN airport b ON b.name = ""Kremmling Memorial Hospital Heliport""=""Kremmling Memorial Hospital Heliport""     AND    6051=3800     AND    ""Kremmling Memorial Hospital Heliport""=""Kremmling Memorial Hospital Heliport"" WHERE a.id != b.id  ORDER BY distance LIMIT 50;",1,0,0.1372342157877373
"INSERT INTO runways (airport_ref, airport_ident, length_ft, surface, lighted, closed) VALUES (327832, ""2NE7"", 3281.0, ""TURF-G"", 0, 0)",1,0,0.1472375000425858
"INSERT INTO airport (ident, type, name, latitude_deg, longitude_deg, elevation_ft) VALUES (""US-1426"", ""closed"", ""Lieutenant Étienne Mantoux Air Base"", 43.9758, 139.40355, 932.0)",1,0,0.1488550289532369
"INSERT INTO airport (ident, type, name, latitude_deg, longitude_deg, elevation_ft) VALUES (""LKPC"", ""closed"", ""Andrade Porto Airstrip."", 43.9758, -113.86132, 175.0)",1,0,0.11724610565479711
"INSERT INTO airport (ident, type, name, latitude_deg, longitude_deg) VALUES (""CYSM"", ""small_airport"", ""Fethiye Forest Management Directorate Heliport"", -21.61666679382324, -84.373802)",1,0,0.11113467255465001
"INSERT INTO regions (code, local_code, name, continent, iso_country) VALUES (""TW-MIA"", ""SK"", ""Ibaraki Prefecture"", ""AF"", ""PH"")",1,0,0.051756991416512854
"UPDATE airport_frequencies SET type = 'TWR' WHERE airport_ident IN ('MA15','MA15','MA15','MA15');",1,0,0.04839823806414185
"UPDATE regions SET keywords = ""Airports iN Ituri ProviNce"" WHERE iso_country = ""TD"";",1,0,0.02061630661254417
"SELECT AVG_TIMER_MISC,AVG_TIMER_READ,AVG_TIMER_WAIT,AVG_TIMER_WRITE,COUNT_MISC,COUNT_READ,COUNT_STAR,COUNT_WRITE,EVENT_NAME,FILE_NAME,MAX_TIMER_MISC,MAX_TIMER_READ,MAX_TIMER_WAIT,MAX_TIMER_WRITE,MIN_TIMER_MISC,MIN_TIMER_READ,MIN_TIMER_WAIT,MIN_TIMER_WRITE,OBJECT_INSTANCE_BEGIN,SUM_NUMBER_OF_BYTES_READ,SUM_NUMBER_OF_BYTES_WRITE,SUM_TIMER_MISC,SUM_TIMER_READ,SUM_TIMER_WAIT,SUM_TIMER_WRITE FROM performance_schema.file_summary_by_instance ORDER BY FILE_NAME",1,0,0.3287820693796694
"UPDATE airport SET municipality = ""Piraí do Sul"" WHERE iso_country = ""SA""",1,0,0.00944310903471036
"INSERT INTO airport (ident, type, name, latitude_deg, longitude_deg, elevation_ft) VALUES (""RJSH"", ""heliport"", ""Varaždin Airfield"", 32.41960144042969, -87.4103012084961, 260.0)",1,0,0.16860602481527368
"SELECT name, IFNULL(iata_code, 'NO_IATA') AS iata_display, IFNULL(icao_code, 'NO_ICAO') AS icao_display,  MID(name, 1, 5) AS short_name, municipality FROM airport WHERE municipality LIKE ""Los Angeles(.)(""),'();""",1,0,0.03489592395984211
"SELECT name, 'airport' AS entity_type FROM airport WHERE keywords LIKE CONCAT(""%"", ""MI37"", ""%"") UNION SELECT name, 'region' AS entity_type FROM regions WHERE keywords LIKE CONCAT(""%"", ""Airports in Mato Grosso do Sul"", ""%"")  UNION SELECT name, 'country' AS entity_type FROM countries WHERE keywords LIKE CONCAT(""%"", ""Aeropuertos de Honduras"", ""%"");",1,0,0.03861727976828647
"INSERT INTO airport (ident, type, name, latitude_deg, longitude_deg) VALUES (""1TA5"", ""heliport"", ""Orlando Health Reunion Heliport"", 45.24769973754883, -118.26155)",1,0,0.2212690574625673
"SELECT name, 'airport' AS entity_type FROM airport WHERE keywords LIKE CONCAT(""%"", ""LZ Seagull"", ""%"") UNION SELECT name, 'region' AS entity_type FROM regions WHERE keywords LIKE CONCAT(""%"", ""Tohoku"", ""%"")  UNION SELECT name, 'country' AS entity_type FROM countries WHERE keywords LIKE CONCAT(""%"", ""مطارات تونس"", ""%"");",1,0,0.04525400111141197
"DELETE FROM navaids WHERE ident = ""TMS'�ORNOT�4548=4548#"";",1,0,0.1466352045797476
"INSERT INTO regions (code, name, continent, iso_country, wikipedia_link, keywords) VALUES (""MH-UJA"", ""Penghu County"", ""OC"", ""UY"", ""https://en.wikipedia.org/wiki/Takhar_Province"", ""Madhyama Palata"")",1,0,0.20518346730795667
"SELECT name, 'airport' AS type FROM airport WHERE keywords LIKE CONCAT(""%"",  ""Аэропорт Килия"", ""%"") UNION SELECT name, 'region' FROM regions WHERE keywords LIKE CONCAT(""%"", ""Аэропорт Килия"", ""%"") UNION SELECT name, 'country' FROM countries WHERE keywords LIKE CONCAT(""%"", ""Аэропорт Килия"", ""%"");",1,0,0.011035878334072633
"INSERT INTO airport_frequencies (id, airport_ref, airport_ident, type, description, frequency_mhz) VALUES (69717, 18377"") or not 3521=3521#, ""KDFW"", ""MISC"", ""MISC"", 118.445)",1,0,0.43672014924239666
"INSERT INTO regions (code, local_code, name, continent, iso_country) VALUES (""SS-UY"", ""SU"", ""Kanchanaburi Province"", ""EU"", ""KR"")",1,0,0.11641565868943145
